"Parasite.species","Parasite.group","minLCL","maxLCL","midLCL","Host.no","Facultative","Stage","Def.int","Flex.cycle","Length","Width","Biovolume","Host.nofac","complete_size"
"Skrjabinoclava morrisoni","nematode",2,2,2,2,"no","adult","def","no",4,0.1685,0.0891968840188848,"2nd","incomplete"
"Skrjabinoptera phrynosoma","nematode",2,2,2,0,NA,"embryo",NA,"no",0.357,0.022,0.000135707377857118,"propagule","complete"
"Skrjabinoptera phrynosoma","nematode",2,2,2,1,"no","1larv","int","no",5.93,0.37,0.637599580814826,"1st","complete"
"Skrjabinoptera phrynosoma","nematode",2,2,2,2,"no","adult","def","no",18.82,0.685,7.55483329101344,"2nd","complete"
"Sobolevicanthus bisaccata","cestode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Sobolevicanthus bisaccata","cestode",2,2,2,1,"no","1larv","int","no",0.19,0.17,0.0169122404518251,"1st","incomplete"
"Sobolevicanthus bisaccata","cestode",2,2,2,2,"no","adult","def","no",104,6.75,697,"2nd","incomplete"
"Sobolevicanthus gracilis","cestode",2,3,2.5,0,NA,"embryo",NA,"yes",0.02598,0.017425,0.000258674812105767,"propagule","complete"
"Sobolevicanthus gracilis","cestode",2,3,2.5,1,"no","1larv","int","yes",0.1925,0.1525,0.0155836085587444,"1st","complete"
"Sobolevicanthus gracilis","cestode",2,3,2.5,2,"paratenic","2larv","int","yes",0.29,0.1585,0.0240672177203758,"2nd","complete"
"Sobolevicanthus gracilis","cestode",2,3,2.5,3,"no","adult","def","yes",142.818181818182,1.876,302.333,"3rd","complete"
"Sobolevicanthus krabbeella","cestode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Sobolevicanthus krabbeella","cestode",2,2,2,1,"no","1larv","int","no",NA,NA,NA,"1st","incomplete"
"Sobolevicanthus krabbeella","cestode",2,2,2,2,"no","adult","def","no",26.5,1.06,31.33,"2nd","incomplete"
"Sobolevicanthus octacantha","cestode",2,3,2.5,0,NA,"embryo",NA,"yes",NA,NA,NA,"propagule","incomplete"
"Sobolevicanthus octacantha","cestode",2,3,2.5,1,"no","1larv","int","yes",NA,NA,NA,"1st","incomplete"
"Sobolevicanthus octacantha","cestode",2,3,2.5,2,"paratenic","2larv","int","yes",0.1695,0.142,0.0126024989298755,"2nd","incomplete"
"Sobolevicanthus octacantha","cestode",2,3,2.5,3,"no","adult","def","yes",51.3333333333333,1.1445,59.67,"3rd","incomplete"
"Soboliphyme baturini","nematode",2,3,2.5,0,NA,"embryo",NA,"yes",NA,NA,NA,"propagule","incomplete"
"Soboliphyme baturini","nematode",2,3,2.5,1,"no","1larv","int","yes",1.85,0.181,0.047601294077468,"1st","incomplete"
"Soboliphyme baturini","nematode",2,3,2.5,2,"paratenic","2larv","int","yes",3.805,0.309375,0.292726688276105,"2nd","incomplete"
"Soboliphyme baturini","nematode",2,3,2.5,3,"no","adult","def","yes",21.025,1.50625,38.6177281384843,"3rd","incomplete"
"Soboliphyme occidentalis","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Soboliphyme occidentalis","nematode",2,2,2,1,"no","1larv","int","no",NA,NA,NA,"1st","incomplete"
"Soboliphyme occidentalis","nematode",2,2,2,2,"no","adult","def","no",23.2565,0.864,13.6352065844853,"2nd","incomplete"
"Soboliphyme soricis","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Soboliphyme soricis","nematode",2,2,2,1,"no","1larv","int","no",NA,NA,NA,"1st","incomplete"
"Soboliphyme soricis","nematode",2,2,2,2,"no","adult","def","no",46,1.5,75.9872723087031,"2nd","incomplete"
"Southwellina hispida","acanthocephalan",2,3,2.5,0,NA,"embryo",NA,"yes",NA,NA,NA,"propagule","incomplete"
"Southwellina hispida","acanthocephalan",2,3,2.5,1,"no","1larv","int","yes",2.16,0.88,1.31373864950757,"1st","incomplete"
"Southwellina hispida","acanthocephalan",2,3,2.5,2,"paratenic","2larv","int","yes",NA,NA,NA,"2nd","incomplete"
"Southwellina hispida","acanthocephalan",2,3,2.5,3,"no","adult","def","yes",11.575,1.92833333333333,41.9966391145893,"3rd","incomplete"
"Spathebothrium simplex","cestode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Spathebothrium simplex","cestode",2,2,2,1,"no","1larv","int","no",10.95,0.544,2.5450821201709,"1st","incomplete"
"Spathebothrium simplex","cestode",2,2,2,2,"no","adult","def","no",19.36363636,NA,NA,"2nd","incomplete"
"Sphaerirostris picae","acanthocephalan",2,3,2.5,0,NA,"embryo",NA,"yes",NA,NA,NA,"propagule","incomplete"
"Sphaerirostris picae","acanthocephalan",2,3,2.5,1,"no","1larv","int","yes",2.655,0.745,1.15735595952332,"1st","incomplete"
"Sphaerirostris picae","acanthocephalan",2,3,2.5,2,"paratenic","2larv","int","yes",NA,NA,NA,"2nd","incomplete"
"Sphaerirostris picae","acanthocephalan",2,3,2.5,3,"no","adult","def","yes",12.62,1.99,39.2514214679024,"3rd","incomplete"
"Spinicauda freitasi","nematode",1,1,1,0,NA,"embryo",NA,"no",0.44,NA,NA,"propagule","all missing"
"Spinicauda freitasi","nematode",1,1,1,1,"no","adult","def","no",NA,NA,NA,"1st","all missing"
"Spinitectus carolini","nematode",2,3,2.5,0,NA,"embryo",NA,"yes",0.291,0.027,0.000166613580984971,"propagule","complete"
"Spinitectus carolini","nematode",2,3,2.5,1,"no","1larv","int","yes",1.38,0.036,0.00140466890727307,"1st","complete"
"Spinitectus carolini","nematode",2,3,2.5,2,"no","adult","def","yes",6.3165,0.11,0.0487805301499011,"2nd","complete"
"Spinitectus gracilis","nematode",2,3,2.5,0,NA,"embryo",NA,"yes",0.34,0.031,0.000256620995908482,"propagule","complete"
"Spinitectus gracilis","nematode",2,3,2.5,1,"no","1larv","int","yes",1.779,0.041,0.00234873242224191,"1st","complete"
"Spinitectus gracilis","nematode",2,3,2.5,2,"no","adult","def","yes",9.375,0.155,0.117932442972648,"2nd","complete"
"Spinitectus inermis","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Spinitectus inermis","nematode",2,2,2,1,"no","1larv","int","no",0.35,0.033,0.000299354509978937,"1st","incomplete"
"Spinitectus inermis","nematode",2,2,2,2,"no","adult","def","no",NA,NA,NA,"2nd","incomplete"
"Spinitectus micracanthus","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Spinitectus micracanthus","nematode",2,2,2,1,"no","1larv","int","no",1.3,0.035,0.00125074657521044,"1st","incomplete"
"Spinitectus micracanthus","nematode",2,2,2,2,"no","adult","def","no",18,0.1735,0.425560533554355,"2nd","incomplete"
"Spinitectus ranae","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Spinitectus ranae","nematode",2,2,2,1,"no","1larv","int","no",1.49,0.0725,0.00615109115357318,"1st","incomplete"
"Spinitectus ranae","nematode",2,2,2,2,"no","adult","def","no",5.21,0.1829,0.17395729237743,"2nd","incomplete"
"Spirocamallanus cricotus","nematode",2,2,2,0,NA,"free larva",NA,"no",0.4685,0.023,0.000194650331922852,"propagule","complete"
"Spirocamallanus cricotus","nematode",2,2,2,1,"no","1larv","int","no",0.774,0.0305,0.000565497280521369,"1st","complete"
"Spirocamallanus cricotus","nematode",2,2,2,2,"no","adult","def","no",24.65,0.1845,0.659021443348693,"2nd","complete"
"Spirocamallanus fulvidraconis","nematode",2,2,2,0,NA,"free larva",NA,"no",0.455,0.0225,0.000321620547911255,"propagule","complete"
"Spirocamallanus fulvidraconis","nematode",2,2,2,1,"no","1larv","int","no",0.733,0.04,0.000921114966032527,"1st","complete"
"Spirocamallanus fulvidraconis","nematode",2,2,2,2,"no","adult","def","no",8.665625,0.174125,0.237091478459021,"2nd","complete"
"Spirocamallanus hilarii","nematode",2,3,2.5,0,NA,"free larva",NA,"yes",0.512485,0.0285,0.000327673269908358,"propagule","incomplete"
"Spirocamallanus hilarii","nematode",2,3,2.5,1,"no","1larv","int","yes",0.71,0.035,0.000683100052614931,"1st","incomplete"
"Spirocamallanus hilarii","nematode",2,3,2.5,2,"paratenic","2larv","int","yes",NA,NA,NA,"2nd","incomplete"
"Spirocamallanus hilarii","nematode",2,3,2.5,3,"no","adult","def","yes",13.50625,0.35,1.33950677785047,"3rd","incomplete"
"Spirocamallanus mysti","nematode",2,2,2,0,NA,"free larva",NA,"no",0.3285,0.01725,7.68461052003782e-05,"propagule","complete"
"Spirocamallanus mysti","nematode",2,2,2,1,"no","1larv","int","no",0.7045,0.03225,0.000575938952754197,"1st","complete"
"Spirocamallanus mysti","nematode",2,2,2,2,"no","adult","def","no",5.99142857142857,0.1315,0.0824876985655539,"2nd","complete"
"Spirocerca lupi","nematode",2,3,2.5,0,NA,"embryo",NA,"yes",0.1195,0.01365,2.1339861075122e-05,"propagule","complete"
"Spirocerca lupi","nematode",2,3,2.5,1,"no","1larv","int","yes",2.2073,0.1011,0.0224165921825313,"1st","complete"
"Spirocerca lupi","nematode",2,3,2.5,2,"paratenic","2larv","int","yes",2.55,0.1375,0.0391496440761022,"2nd","complete"
"Spirocerca lupi","nematode",2,3,2.5,3,"no","adult","def","yes",70,1,58.9048622548086,"3rd","complete"
"Spirometra erinacei","cestode",3,4,3.5,0,NA,"free larva",NA,"yes",0.0391333333333333,0.0299666666666667,0.000614130749228497,"propagule","incomplete"
"Spirometra erinacei","cestode",3,4,3.5,1,"no","1larv","int","yes",0.14135,0.06695,0.000501700906668642,"1st","incomplete"
"Spirometra erinacei","cestode",3,4,3.5,2,"no","2larv","int","yes",64.4225,2.28,432.860533333333,"2nd","incomplete"
"Spirometra erinacei","cestode",3,4,3.5,3,"paratenic","3larv","int","yes",50,NA,NA,"3rd","incomplete"
"Spirometra erinacei","cestode",3,4,3.5,4,"no","adult","def","yes",750,7.5,5800,"4th","incomplete"
"Spirometra mansonoides","cestode",3,4,3.5,0,NA,"free larva",NA,"yes",NA,NA,NA,"propagule","incomplete"
"Spirometra mansonoides","cestode",3,4,3.5,1,"no","1larv","int","yes",0.2,NA,NA,"1st","incomplete"
"Spirometra mansonoides","cestode",3,4,3.5,2,"no","2larv","int","yes",10.375,NA,NA,"2nd","incomplete"
"Spirometra mansonoides","cestode",3,4,3.5,3,"paratenic","3larv","int","yes",NA,NA,NA,"3rd","incomplete"
"Spirometra mansonoides","cestode",3,4,3.5,4,"no","adult","def","yes",305,7,2135,"4th","incomplete"
"Spiroxys contortus","nematode",2,3,2.5,0,NA,"free larva",NA,"yes",0.26,0.017,5.90148179976843e-05,"propagule","complete"
"Spiroxys contortus","nematode",2,3,2.5,1,"no","1larv","int","yes",1.46,0.043,0.00212021375801795,"1st","complete"
"Spiroxys contortus","nematode",2,3,2.5,2,"paratenic","2larv","int","yes",2.38166666666667,0.064,0.00868587536864506,"2nd","complete"
"Spiroxys contortus","nematode",2,3,2.5,3,"no","adult","def","yes",22.4533333333333,0.460666666666667,4.16042008898006,"3rd","complete"
"Spirura infundibuliformis","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Spirura infundibuliformis","nematode",2,2,2,1,"no","1larv","int","no",1.75,0.057,0.00446557760753704,"1st","incomplete"
"Spirura infundibuliformis","nematode",2,2,2,2,"no","adult","def","no",34.75,0.607,10.434634279886,"2nd","incomplete"
"Spirura malayensis","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Spirura malayensis","nematode",2,2,2,1,"no","1larv","int","no",4.18,0.11,0.0397238683083161,"1st","incomplete"
"Spirura malayensis","nematode",2,2,2,2,"no","adult","def","no",22.61,0.45,4.93811241254512,"2nd","incomplete"
"Spirura rytipleurites","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Spirura rytipleurites","nematode",2,2,2,1,"no","1larv","int","no",9.15,0.12,0.0599415878304932,"1st","incomplete"
"Spirura rytipleurites","nematode",2,2,2,2,"no","adult","def","no",NA,NA,NA,"2nd","incomplete"
"Spirura talpae","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Spirura talpae","nematode",2,2,2,1,"no","1larv","int","no",3.75,NA,NA,"1st","incomplete"
"Spirura talpae","nematode",2,2,2,2,"no","adult","def","no",26,0.62,7.84958340425946,"2nd","incomplete"
"Spongiobothrium sp.","cestode",3,3,3,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","all missing"
"Spongiobothrium sp.","cestode",3,3,3,1,"no","1larv","int","no",NA,NA,NA,"1st","all missing"
"Spongiobothrium sp.","cestode",3,3,3,2,"no","2larv","int","no",0.7605,NA,NA,"2nd","all missing"
"Spongiobothrium sp.","cestode",3,3,3,3,"no","adult","def","no",NA,NA,NA,"3rd","all missing"
"Staphylocystis brusatae","cestode",2,2,2,0,NA,"embryo",NA,"no",0.03,0.021,0.000329867228626928,"propagule","complete"
"Staphylocystis brusatae","cestode",2,2,2,1,"no","1larv","int","no",0.2433333335,0.2191666665,0.0279529024088236,"1st","complete"
"Staphylocystis brusatae","cestode",2,2,2,2,"no","adult","def","no",38,0.8,30.4,"2nd","complete"
"Staphylocystis furcata","cestode",2,2,2,0,NA,"embryo",NA,"no",0.022,0.017,0.000195825942073764,"propagule","complete"
"Staphylocystis furcata","cestode",2,2,2,1,"no","1larv","int","no",0.234625,0.193125,0.0236671555308952,"1st","complete"
"Staphylocystis furcata","cestode",2,2,2,2,"no","adult","def","no",37.6666666666667,0.920666666666667,43.12,"2nd","complete"
"Staphylocystis scalaris","cestode",2,2,2,0,NA,"embryo",NA,"no",0.035,0.0195,0.000285884931476671,"propagule","complete"
"Staphylocystis scalaris","cestode",2,2,2,1,"no","1larv","int","no",0.265,0.251,0.0348271725589209,"1st","complete"
"Staphylocystis scalaris","cestode",2,2,2,2,"no","adult","def","no",30.75,0.95,29.175,"2nd","complete"
"Stephanurus dentatus","nematode",1,2,1.5,0,NA,"free larva",NA,"yes",0.590333333333333,0.031,0.000468198883547345,"propagule","incomplete"
"Stephanurus dentatus","nematode",1,2,1.5,1,"paratenic","1larv","int","yes",NA,NA,NA,"1st","incomplete"
"Stephanurus dentatus","nematode",1,2,1.5,2,"no","adult","def","yes",33,2.61,203.99060104124,"2nd","incomplete"
"Sterliadochona ephemeridarum","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Sterliadochona ephemeridarum","nematode",2,2,2,1,"no","1larv","int","no",4.165,0.07,0.0160287984176968,"1st","incomplete"
"Sterliadochona ephemeridarum","nematode",2,2,2,2,"no","adult","def","no",NA,NA,NA,"2nd","incomplete"
"Stilesia globipunctata","cestode",2,2,2,0,NA,"embryo",NA,"no",0.014,0.014,0.000102625360017267,"propagule","complete"
"Stilesia globipunctata","cestode",2,2,2,1,"no","1larv","int","no",0.14325,0.115,0.00862563532951247,"1st","complete"
"Stilesia globipunctata","cestode",2,2,2,2,"no","adult","def","no",525,2.5,1312.5,"2nd","complete"
"Streptocara crassicauda","nematode",2,3,2.5,0,NA,"embryo",NA,"yes",NA,NA,NA,"propagule","incomplete"
"Streptocara crassicauda","nematode",2,3,2.5,1,"no","1larv","int","yes",3.52333333333333,0.0925,0.0230312120930076,"1st","incomplete"
"Streptocara crassicauda","nematode",2,3,2.5,2,"paratenic","2larv","int","yes",4.05,0.11,0.038488436997292,"2nd","incomplete"
"Streptocara crassicauda","nematode",2,3,2.5,3,"no","adult","def","yes",10.04,0.2275,0.41712840069735,"3rd","incomplete"
"Streptopharagus greenbergi","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Streptopharagus greenbergi","nematode",2,2,2,1,"no","1larv","int","no",1.7,0.0842,0.00946592339975344,"1st","incomplete"
"Streptopharagus greenbergi","nematode",2,2,2,2,"no","adult","def","no",20.175,0.2547,1.09088347710635,"2nd","incomplete"
"Streptopharagus kutassi","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Streptopharagus kutassi","nematode",2,2,2,1,"no","1larv","int","no",2.675,0.1017,0.0242661870876989,"1st","incomplete"
"Streptopharagus kutassi","nematode",2,2,2,2,"no","adult","def","no",NA,NA,NA,"2nd","incomplete"
"Streptopharagus pigmentatus","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Streptopharagus pigmentatus","nematode",2,2,2,1,"no","1larv","int","no",2.36,0.0855,0.0135498383405838,"1st","incomplete"
"Streptopharagus pigmentatus","nematode",2,2,2,2,"no","adult","def","no",54.5525,1.32625,79.8512668298781,"2nd","incomplete"
"Strongylus edentatus","nematode",1,1,1,0,NA,"free larva",NA,"no",0.79,NA,NA,"propagule","incomplete"
"Strongylus edentatus","nematode",1,1,1,1,"no","adult","def","no",36.52,1,29.4524311274043,"1st","incomplete"
"Strongylus equinus","nematode",1,1,1,0,NA,"free larva",NA,"no",0.98,NA,NA,"propagule","incomplete"
"Strongylus equinus","nematode",1,1,1,1,"no","adult","def","no",40.425,1.082,38.7269178089001,"1st","incomplete"
"Strongylus vulgaris","nematode",1,1,1,0,NA,"free larva",NA,"no",1.02,NA,NA,"propagule","incomplete"
"Strongylus vulgaris","nematode",1,1,1,1,"no","adult","def","no",21.7625,0.777,10.4316882513751,"1st","incomplete"
"Subulura bolivari","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","all missing"
"Subulura bolivari","nematode",2,2,2,1,"no","1larv","int","no",NA,NA,NA,"1st","all missing"
"Subulura bolivari","nematode",2,2,2,2,"no","adult","def","no",NA,NA,NA,"2nd","all missing"
"Subulura jacchi","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Subulura jacchi","nematode",2,2,2,1,"no","1larv","int","no",NA,NA,NA,"1st","incomplete"
"Subulura jacchi","nematode",2,2,2,2,"no","adult","def","no",15.65,0.616,4.66407631192073,"2nd","incomplete"
"Subulura otolicni","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Subulura otolicni","nematode",2,2,2,1,"no","1larv","int","no",1.3,0.22,0.0494172524409674,"1st","incomplete"
"Subulura otolicni","nematode",2,2,2,2,"no","adult","def","no",22.875,0.531666666666667,4.43161928169638,"2nd","incomplete"
"Subulura williaminglisi","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Subulura williaminglisi","nematode",2,2,2,1,"no","1larv","int","no",1.165,0.19,0.0330310978589248,"1st","incomplete"
"Subulura williaminglisi","nematode",2,2,2,2,"no","adult","def","no",24.5,NA,NA,"2nd","incomplete"
"Sulcascaris sulcata","nematode",2,2,2,0,NA,"free larva",NA,"no",0.39,NA,NA,"propagule","incomplete"
"Sulcascaris sulcata","nematode",2,2,2,1,"no","1larv","int","no",24.525,0.474428571428571,5.35342190795286,"1st","incomplete"
"Sulcascaris sulcata","nematode",2,2,2,2,"no","adult","def","no",75.625,1.015,82.1490056073903,"2nd","incomplete"
"Syncuaria squamata","nematode",2,3,2.5,0,NA,"embryo",NA,"yes",NA,NA,NA,"propagule","incomplete"
"Syncuaria squamata","nematode",2,3,2.5,1,"no","1larv","int","yes",1.15925,0.05175,0.00244676277757929,"1st","incomplete"
"Syncuaria squamata","nematode",2,3,2.5,2,"paratenic","2larv","int","yes",1.31425,0.050625,0.00268395285111947,"2nd","incomplete"
"Syncuaria squamata","nematode",2,3,2.5,3,"no","adult","def","yes",27.05,0.698333333333333,10.3978493060553,"3rd","incomplete"
"Syngamus trachea","nematode",1,2,1.5,0,NA,"embryo",NA,"yes",0.2939,0.0153,5.65902168982563e-05,"propagule","complete"
"Syngamus trachea","nematode",1,2,1.5,1,"paratenic","1larv","int","yes",0.274,0.015,4.84197967734527e-05,"1st","complete"
"Syngamus trachea","nematode",1,2,1.5,2,"no","adult","def","yes",11,0.43875,1.63939472044451,"2nd","complete"
"Syphacia muris","nematode",1,1,1,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Syphacia muris","nematode",1,1,1,1,"no","adult","def","no",3.052,0.207333333333333,0.115767969933728,"1st","incomplete"
"Syphacia obvelata","nematode",1,1,1,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Syphacia obvelata","nematode",1,1,1,1,"no","adult","def","no",4.5105,0.2803,0.301535026529401,"1st","incomplete"
"Taenia acinonyxi","cestode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Taenia acinonyxi","cestode",2,2,2,1,"no","1larv","int","no",NA,NA,NA,"1st","incomplete"
"Taenia acinonyxi","cestode",2,2,2,2,"no","adult","def","no",295,3.1,1085,"2nd","incomplete"
"Taenia arctos","cestode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Taenia arctos","cestode",2,2,2,1,"no","1larv","int","no",6.5,4,13.6135681655558,"1st","incomplete"
"Taenia arctos","cestode",2,2,2,2,"no","adult","def","no",650,6.3,4095,"2nd","incomplete"
"Taenia asiatica","cestode",2,2,2,0,NA,"embryo",NA,"no",0.019,0.016,0.000159174027781883,"propagule","complete"
"Taenia asiatica","cestode",2,2,2,1,"no","1larv","int","no",2.57,2.04566666666667,3.1909575461532,"1st","complete"
"Taenia asiatica","cestode",2,2,2,2,"no","adult","def","no",3315,7.75,27897.5,"2nd","complete"
"Taenia crocutae","cestode",2,2,2,0,NA,"embryo",NA,"no",0.02345,0.01695,0.000221471810102568,"propagule","complete"
"Taenia crocutae","cestode",2,2,2,1,"no","1larv","int","no",8.5,3.5,15.5770635740494,"1st","complete"
"Taenia crocutae","cestode",2,2,2,2,"no","adult","def","no",1500,7.42,11130,"2nd","complete"
"Taenia gonyamai","cestode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Taenia gonyamai","cestode",2,2,2,1,"no","1larv","int","no",4,NA,NA,"1st","incomplete"
"Taenia gonyamai","cestode",2,2,2,2,"no","adult","def","no",399.166666666667,7.91666666666667,3178.95833333333,"2nd","incomplete"
